====================================================================================
NaSto
Fractional-step RK3 with projection
====================================================================================
nx              =      128
ny              =       64
dx              =   1.5625E-02
dy              =   1.5625E-02
dt              =   1.0000E-03
nu              =   1.0000E-06
rho             =   1.0000E+00
time            =   0.0000E+00
time_end        =   2.0000E+01
istep           =        0
nsteps          =    20000
log_every       =        1
restart_every   =      100
vtk_every       =      100
ascii_every     =      100
poisson_maxit   =     5000
poisson_tol     =   1.0000E-06
use_restart     = F
restart_file    = ./data/field_000000.bin
out_dir         = ./data
====================================================================================
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
 17134   1.713E+01   6.516E-03   7.612E-12   2.06E-01   8.19E-06       T     303   7.500E-07
 17135   1.713E+01   6.365E-03   5.006E-12   2.06E-01   8.19E-06       T     314   7.903E-07
 17136   1.714E+01   6.134E-03   3.194E-12   2.06E-01   8.19E-06       T     303   3.473E-07
 17137   1.714E+01   5.894E-03   1.241E-11   2.06E-01   8.19E-06       T     338   9.209E-07
 17138   1.714E+01   5.802E-03   7.217E-12   2.06E-01   8.19E-06       T     347   8.395E-07
 17139   1.714E+01   6.043E-03   7.973E-12   2.06E-01   8.19E-06       T     308   8.273E-07
 17140   1.714E+01   6.235E-03   7.752E-12   2.06E-01   8.19E-06       T     329   9.426E-07
 17141   1.714E+01   6.376E-03   6.859E-12   2.06E-01   8.19E-06       T     311   9.980E-07
 17142   1.714E+01   6.465E-03   6.368E-12   2.06E-01   8.19E-06       T     308   9.905E-07
 17143   1.714E+01   6.501E-03   4.928E-12   2.06E-01   8.19E-06       T     306   7.216E-07
 17144   1.714E+01   6.484E-03   6.845E-12   2.06E-01   8.19E-06       T     326   9.125E-07
 17145   1.714E+01   6.413E-03   8.746E-12   2.07E-01   8.19E-06       T     325   9.766E-07
 17146   1.715E+01   6.290E-03   4.500E-12   2.07E-01   8.19E-06       T     304   8.699E-07
 17147   1.715E+01   6.115E-03   6.681E-12   2.08E-01   8.19E-06       T     300   9.371E-07
 17148   1.715E+01   6.034E-03   5.195E-12   2.09E-01   8.19E-06       T     305   4.121E-07
 17149   1.715E+01   6.205E-03   9.102E-12   2.09E-01   8.19E-06       T     320   9.990E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 17150   1.715E+01   6.807E-03   7.752E-12   2.10E-01   8.19E-06       T     319   9.726E-07
 17151   1.715E+01   7.303E-03   8.396E-12   2.10E-01   8.19E-06       T     331   8.622E-07
 17152   1.715E+01   7.682E-03   7.726E-12   2.11E-01   8.19E-06       T     300   6.030E-07
 17153   1.715E+01   7.933E-03   7.219E-12   2.11E-01   8.19E-06       T     323   8.846E-07
 17154   1.715E+01   8.049E-03   7.261E-12   2.11E-01   8.19E-06       T     301   9.513E-07
 17155   1.715E+01   8.026E-03   8.075E-12   2.11E-01   8.19E-06       T     305   8.187E-07
 17156   1.716E+01   7.862E-03   6.549E-12   2.12E-01   8.19E-06       T     302   8.923E-07
 17157   1.716E+01   7.556E-03   1.329E-11   2.12E-01   8.19E-06       T     308   8.933E-07
 17158   1.716E+01   7.113E-03   6.826E-12   2.12E-01   8.19E-06       T     303   8.544E-07
 17159   1.716E+01   6.538E-03   7.772E-12   2.12E-01   8.19E-06       T     327   6.234E-07
 17160   1.716E+01   6.554E-03   6.529E-12   2.12E-01   8.19E-06       T     312   8.529E-07
 17161   1.716E+01   6.769E-03   9.690E-12   2.11E-01   8.19E-06       T     302   9.971E-07
 17162   1.716E+01   6.876E-03   7.833E-12   2.11E-01   8.19E-06       T     295   9.652E-07
 17163   1.716E+01   6.868E-03   6.062E-12   2.11E-01   8.19E-06       T     281   5.855E-07
 17164   1.716E+01   6.743E-03   6.076E-12   2.10E-01   8.19E-06       T     286   8.731E-07
 17165   1.716E+01   6.849E-03   7.480E-12   2.10E-01   8.19E-06       T     288   9.344E-07
 17166   1.717E+01   6.918E-03   6.898E-12   2.09E-01   8.19E-06       T     295   9.562E-07
 17167   1.717E+01   6.941E-03   4.056E-12   2.09E-01   8.19E-06       T     286   7.758E-07
 17168   1.717E+01   6.914E-03   8.098E-12   2.09E-01   8.19E-06       T     296   9.458E-07
 17169   1.717E+01   6.838E-03   1.037E-11   2.09E-01   8.19E-06       T     294   9.643E-07
 17170   1.717E+01   6.713E-03   6.563E-12   2.08E-01   8.19E-06       T     297   8.659E-07
 17171   1.717E+01   6.756E-03   6.013E-12   2.09E-01   8.19E-06       T     289   8.518E-07
 17172   1.717E+01   6.930E-03   1.095E-11   2.09E-01   8.19E-06       T     292   9.004E-07
 17173   1.717E+01   7.420E-03   7.214E-12   2.09E-01   8.19E-06       T     318   8.613E-07
 17174   1.717E+01   8.114E-03   7.509E-12   2.09E-01   8.19E-06       T     316   9.890E-07
 17175   1.717E+01   8.679E-03   7.613E-12   2.09E-01   8.19E-06       T     317   9.519E-07
 17176   1.718E+01   9.104E-03   8.705E-12   2.10E-01   8.19E-06       T     315   6.504E-07
 17177   1.718E+01   9.380E-03   7.928E-12   2.10E-01   8.19E-06       T     303   9.861E-07
 17178   1.718E+01   9.503E-03   7.518E-12   2.09E-01   8.19E-06       T     312   9.508E-07
 17179   1.718E+01   9.471E-03   7.151E-12   2.09E-01   8.19E-06       T     315   9.670E-07
 17180   1.718E+01   9.284E-03   8.508E-12   2.09E-01   8.19E-06       T     317   9.997E-07
 17181   1.718E+01   8.946E-03   8.095E-12   2.09E-01   8.19E-06       T     310   9.334E-07
 17182   1.718E+01   8.465E-03   8.825E-12   2.09E-01   8.19E-06       T     307   9.904E-07
 17183   1.718E+01   7.850E-03   7.752E-12   2.09E-01   8.19E-06       T     312   9.504E-07
 17184   1.718E+01   7.113E-03   7.743E-12   2.09E-01   8.19E-06       T     316   8.147E-07
 17185   1.718E+01   6.454E-03   5.151E-12   2.09E-01   8.19E-06       T     312   9.523E-07
 17186   1.719E+01   6.466E-03   5.456E-12   2.09E-01   8.19E-06       T     311   9.282E-07
 17187   1.719E+01   6.371E-03   8.708E-12   2.09E-01   8.19E-06       T     314   7.456E-07
 17188   1.719E+01   6.334E-03   8.058E-12   2.09E-01   8.19E-06       T     318   9.444E-07
 17189   1.719E+01   6.318E-03   7.166E-12   2.09E-01   8.19E-06       T     323   8.508E-07
 17190   1.719E+01   6.531E-03   8.436E-12   2.09E-01   8.19E-06       T     322   9.999E-07
 17191   1.719E+01   7.290E-03   6.229E-12   2.09E-01   8.19E-06       T     322   8.180E-07
 17192   1.719E+01   7.922E-03   6.604E-12   2.10E-01   8.19E-06       T     323   7.230E-07
 17193   1.719E+01   8.414E-03   5.709E-12   2.10E-01   8.19E-06       T     321   9.364E-07
 17194   1.719E+01   8.757E-03   9.935E-12   2.10E-01   8.19E-06       T     327   9.787E-07
 17195   1.719E+01   8.941E-03   6.024E-12   2.10E-01   8.19E-06       T     342   7.080E-07
 17196   1.720E+01   8.965E-03   6.223E-12   2.10E-01   8.19E-06       T     344   8.762E-07
 17197   1.720E+01   8.827E-03   7.333E-12   2.10E-01   8.19E-06       T     340   9.390E-07
 17198   1.720E+01   8.531E-03   4.142E-12   2.10E-01   8.19E-06       T     355   9.259E-07
 17199   1.720E+01   8.085E-03   1.879E-12   2.10E-01   8.19E-06       T     356   3.441E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 17200   1.720E+01   7.499E-03   4.411E-12   2.10E-01   8.19E-06       T     338   9.635E-07
 17201   1.720E+01   6.786E-03   8.368E-12   2.10E-01   8.19E-06       T     342   9.136E-07
 17202   1.720E+01   6.565E-03   8.931E-12   2.11E-01   8.19E-06       T     334   9.989E-07
 17203   1.720E+01   6.382E-03   5.516E-12   2.11E-01   8.19E-06       T     336   7.131E-07
 17204   1.720E+01   6.348E-03   2.931E-12   2.11E-01   8.19E-06       T     323   2.449E-07
 17205   1.720E+01   6.615E-03   4.851E-12   2.11E-01   8.19E-06       T     349   5.889E-07
 17206   1.721E+01   6.778E-03   8.522E-12   2.12E-01   8.19E-06       T     295   9.490E-07
 17207   1.721E+01   6.833E-03   7.102E-12   2.12E-01   8.19E-06       T     350   9.984E-07
 17208   1.721E+01   7.279E-03   7.459E-12   2.12E-01   8.19E-06       T     340   9.657E-07
 17209   1.721E+01   7.726E-03   1.196E-11   2.12E-01   8.19E-06       T     333   9.911E-07
 17210   1.721E+01   8.036E-03   8.603E-12   2.12E-01   8.19E-06       T     330   7.678E-07
 17211   1.721E+01   8.200E-03   8.033E-12   2.12E-01   8.19E-06       T     298   9.824E-07
 17212   1.721E+01   8.213E-03   6.574E-12   2.12E-01   8.19E-06       T     333   9.888E-07
 17213   1.721E+01   8.074E-03   6.569E-12   2.11E-01   8.19E-06       T     286   9.694E-07
 17214   1.721E+01   7.784E-03   8.049E-12   2.11E-01   8.19E-06       T     300   9.770E-07
 17215   1.721E+01   7.350E-03   6.281E-12   2.11E-01   8.19E-06       T     338   8.586E-07
 17216   1.722E+01   6.780E-03   8.571E-12   2.12E-01   8.19E-06       T     292   9.568E-07
 17217   1.722E+01   6.438E-03   8.270E-12   2.12E-01   8.19E-06       T     347   9.636E-07
 17218   1.722E+01   6.587E-03   7.553E-12   2.12E-01   8.19E-06       T     332   9.922E-07
 17219   1.722E+01   6.725E-03   7.386E-12   2.12E-01   8.19E-06       T     323   9.824E-07
 17220   1.722E+01   6.988E-03   4.105E-12   2.12E-01   8.19E-06       T     336   4.962E-07
 17221   1.722E+01   7.082E-03   8.018E-12   2.12E-01   8.19E-06       T     317   9.986E-07
 17222   1.722E+01   7.002E-03   8.128E-12   2.12E-01   8.19E-06       T     335   9.658E-07
 17223   1.722E+01   7.100E-03   8.395E-12   2.12E-01   8.19E-06       T     324   9.401E-07
 17224   1.722E+01   7.210E-03   7.070E-12   2.12E-01   8.19E-06       T     324   8.763E-07
 17225   1.722E+01   7.394E-03   7.928E-12   2.12E-01   8.19E-06       T     323   9.581E-07
 17226   1.723E+01   7.728E-03   7.387E-12   2.12E-01   8.19E-06       T     337   8.524E-07
 17227   1.723E+01   7.935E-03   7.097E-12   2.12E-01   8.19E-06       T     330   8.737E-07
 17228   1.723E+01   8.009E-03   6.825E-12   2.12E-01   8.19E-06       T     338   9.057E-07
 17229   1.723E+01   8.130E-03   9.052E-12   2.12E-01   8.19E-06       T     335   9.999E-07
 17230   1.723E+01   8.284E-03   7.367E-12   2.12E-01   8.19E-06       T     347   8.772E-07
 17231   1.723E+01   8.330E-03   8.487E-12   2.12E-01   8.19E-06       T     329   9.970E-07
 17232   1.723E+01   8.269E-03   7.116E-12   2.12E-01   8.19E-06       T     336   9.408E-07
 17233   1.723E+01   8.103E-03   5.437E-12   2.12E-01   8.19E-06       T     335   5.953E-07
 17234   1.723E+01   7.838E-03   4.265E-12   2.12E-01   8.19E-06       T     336   5.586E-07
 17235   1.723E+01   7.478E-03   6.355E-12   2.12E-01   8.19E-06       T     336   8.414E-07
 17236   1.724E+01   7.113E-03   7.828E-12   2.12E-01   8.19E-06       T     321   9.755E-07
 17237   1.724E+01   6.706E-03   6.382E-12   2.12E-01   8.19E-06       T     331   8.242E-07
 17238   1.724E+01   6.186E-03   6.914E-12   2.12E-01   8.19E-06       T     331   8.442E-07
 17239   1.724E+01   6.587E-03   4.479E-12   2.12E-01   8.19E-06       T     331   5.590E-07
 17240   1.724E+01   6.897E-03   7.256E-12   2.12E-01   8.19E-06       T     328   8.719E-07
 17241   1.724E+01   7.112E-03   8.084E-12   2.12E-01   8.19E-06       T     323   9.133E-07
 17242   1.724E+01   7.227E-03   8.238E-12   2.12E-01   8.19E-06       T     326   9.834E-07
 17243   1.724E+01   7.242E-03   9.329E-12   2.12E-01   8.19E-06       T     318   8.085E-07
 17244   1.724E+01   7.156E-03   1.054E-11   2.12E-01   8.19E-06       T     337   7.686E-07
 17245   1.724E+01   6.971E-03   5.968E-12   2.12E-01   8.19E-06       T     325   8.033E-07
 17246   1.725E+01   6.691E-03   4.487E-12   2.12E-01   8.19E-06       T     320   7.911E-07
 17247   1.725E+01   6.321E-03   8.495E-12   2.12E-01   8.19E-06       T     333   9.711E-07
 17248   1.725E+01   6.332E-03   8.245E-12   2.12E-01   8.19E-06       T     305   6.262E-07
 17249   1.725E+01   6.681E-03   5.628E-12   2.12E-01   8.19E-06       T     324   9.486E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 17250   1.725E+01   6.901E-03   8.028E-12   2.12E-01   8.19E-06       T     329   8.741E-07
 17251   1.725E+01   6.989E-03   6.173E-12   2.11E-01   8.19E-06       T     328   8.240E-07
 17252   1.725E+01   6.945E-03   4.743E-12   2.12E-01   8.19E-06       T     330   9.353E-07
 17253   1.725E+01   6.771E-03   1.001E-11   2.12E-01   8.19E-06       T     331   9.809E-07
 17254   1.725E+01   6.633E-03   8.791E-12   2.12E-01   8.19E-06       T     320   6.526E-07
 17255   1.725E+01   6.537E-03   5.352E-12   2.12E-01   8.19E-06       T     326   9.399E-07
 17256   1.726E+01   6.631E-03   6.866E-12   2.12E-01   8.19E-06       T     337   8.225E-07
 17257   1.726E+01   6.774E-03   7.124E-12   2.13E-01   8.19E-06       T     333   8.475E-07
 17258   1.726E+01   6.865E-03   4.855E-12   2.13E-01   8.19E-06       T     339   8.996E-07
 17259   1.726E+01   6.902E-03   6.869E-12   2.13E-01   8.19E-06       T     329   7.501E-07
 17260   1.726E+01   6.887E-03   8.407E-12   2.13E-01   8.19E-06       T     337   9.862E-07
 17261   1.726E+01   6.821E-03   7.290E-12   2.13E-01   8.19E-06       T     334   8.672E-07
 17262   1.726E+01   6.705E-03   9.007E-12   2.13E-01   8.19E-06       T     330   9.929E-07
 17263   1.726E+01   6.542E-03   6.761E-12   2.13E-01   8.19E-06       T     330   4.758E-07
 17264   1.726E+01   6.333E-03   3.531E-12   2.13E-01   8.19E-06       T     329   4.636E-07
 17265   1.726E+01   6.082E-03   3.533E-12   2.13E-01   8.19E-06       T     331   8.043E-07
 17266   1.727E+01   6.076E-03   1.142E-12   2.14E-01   8.19E-06       T     328   1.134E-07
 17267   1.727E+01   6.105E-03   8.823E-12   2.14E-01   8.19E-06       T     342   8.177E-07
 17268   1.727E+01   6.022E-03   8.548E-12   2.14E-01   8.19E-06       T     335   9.656E-07
 17269   1.727E+01   5.831E-03   4.881E-12   2.14E-01   8.19E-06       T     333   8.901E-07
 17270   1.727E+01   6.094E-03   3.165E-12   2.14E-01   8.19E-06       T     326   2.566E-07
 17271   1.727E+01   6.377E-03   7.383E-12   2.14E-01   8.19E-06       T     334   7.747E-07
 17272   1.727E+01   6.587E-03   3.540E-12   2.14E-01   8.19E-06       T     339   4.456E-07
 17273   1.727E+01   6.720E-03   7.860E-12   2.15E-01   8.19E-06       T     334   9.540E-07
 17274   1.727E+01   6.777E-03   4.696E-12   2.15E-01   8.19E-06       T     333   9.770E-07
 17275   1.727E+01   6.758E-03   5.830E-12   2.15E-01   8.19E-06       T     334   6.825E-07
 17276   1.728E+01   6.664E-03   9.221E-12   2.15E-01   8.19E-06       T     337   9.141E-07
 17277   1.728E+01   6.497E-03   7.415E-12   2.15E-01   8.19E-06       T     335   9.090E-07
 17278   1.728E+01   6.259E-03   4.071E-12   2.16E-01   8.19E-06       T     335   9.347E-07
 17279   1.728E+01   5.955E-03   3.978E-12   2.16E-01   8.19E-06       T     338   7.378E-07
 17280   1.728E+01   5.804E-03   5.709E-12   2.16E-01   8.19E-06       T     333   4.559E-07
 17281   1.728E+01   5.920E-03   4.081E-12   2.17E-01   8.19E-06       T     339   8.999E-07
 17282   1.728E+01   5.993E-03   3.489E-12   2.17E-01   8.19E-06       T     334   6.201E-07
 17283   1.728E+01   6.022E-03   8.493E-13   2.17E-01   8.19E-06       T     336   2.083E-07
 17284   1.728E+01   6.005E-03   4.681E-12   2.17E-01   8.19E-06       T     339   8.469E-07
 17285   1.728E+01   5.940E-03   6.114E-12   2.18E-01   8.19E-06       T     338   9.390E-07
 17286   1.729E+01   6.030E-03   6.423E-12   2.18E-01   8.19E-06       T     325   9.892E-07
 17287   1.729E+01   6.121E-03   2.626E-12   2.18E-01   8.19E-06       T     345   6.269E-07
 17288   1.729E+01   6.139E-03   3.475E-12   2.18E-01   8.19E-06       T     340   8.441E-07
 17289   1.729E+01   6.083E-03   9.052E-12   2.18E-01   8.19E-06       T     342   8.209E-07
 17290   1.729E+01   6.010E-03   4.722E-12   2.18E-01   8.19E-06       T     345   9.714E-07
 17291   1.729E+01   6.114E-03   4.624E-12   2.18E-01   8.19E-06       T     338   5.758E-07
 17292   1.729E+01   6.072E-03   6.679E-13   2.18E-01   8.19E-06       T     355   1.140E-07
 17293   1.729E+01   6.191E-03   2.473E-12   2.18E-01   8.19E-06       T     346   4.051E-07
 17294   1.729E+01   6.307E-03   4.436E-12   2.18E-01   8.19E-06       T     355   7.771E-07
 17295   1.729E+01   6.374E-03   4.522E-12   2.18E-01   8.19E-06       T     352   8.552E-07
 17296   1.730E+01   6.391E-03   4.273E-12   2.18E-01   8.19E-06       T     355   5.252E-07
 17297   1.730E+01   6.418E-03   9.166E-12   2.18E-01   8.19E-06       T     338   9.474E-07
 17298   1.730E+01   6.658E-03   1.160E-12   2.19E-01   8.19E-06       T     361   1.470E-07
 17299   1.730E+01   6.774E-03   3.807E-12   2.19E-01   8.19E-06       T     335   7.319E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
 17300   1.730E+01   6.763E-03   4.217E-12   2.19E-01   8.19E-06       T     325   6.902E-07
 17301   1.730E+01   6.622E-03   3.767E-12   2.20E-01   8.19E-06       T     338   9.057E-07
 17302   1.730E+01   6.504E-03   6.647E-12   2.20E-01   8.19E-06       T     332   9.152E-07
 17303   1.730E+01   6.655E-03   7.894E-12   2.20E-01   8.19E-06       T     337   9.308E-07
 17304   1.730E+01   6.761E-03   4.729E-12   2.21E-01   8.19E-06       T     333   8.608E-07
 17305   1.730E+01   6.822E-03   3.951E-12   2.21E-01   8.19E-06       T     343   5.129E-07
 17306   1.731E+01   6.835E-03   1.076E-12   2.21E-01   8.19E-06       T     351   2.187E-07
 17307   1.731E+01   6.799E-03   3.986E-12   2.21E-01   8.19E-06       T     335   9.349E-07
 17308   1.731E+01   6.713E-03   4.618E-12   2.21E-01   8.19E-06       T     333   8.062E-07
 17309   1.731E+01   6.577E-03   3.883E-12   2.21E-01   8.19E-06       T     332   7.904E-07
 17310   1.731E+01   7.107E-03   7.531E-12   2.21E-01   8.19E-06       T     332   9.486E-07
 17311   1.731E+01   7.541E-03   3.309E-12   2.21E-01   8.19E-06       T     335   3.040E-07
 17312   1.731E+01   7.857E-03   3.432E-12   2.21E-01   8.19E-06       T     349   3.259E-07
 17313   1.731E+01   8.043E-03   9.170E-12   2.21E-01   8.19E-06       T     332   7.856E-07
 17314   1.731E+01   8.093E-03   4.611E-12   2.21E-01   8.19E-06       T     326   5.224E-07
 17315   1.731E+01   8.002E-03   5.031E-12   2.20E-01   8.19E-06       T     331   8.933E-07
 17316   1.732E+01   7.767E-03   5.542E-12   2.20E-01   8.19E-06       T     331   6.690E-07
 17317   1.732E+01   7.390E-03   7.216E-12   2.21E-01   8.19E-06       T     328   9.396E-07
 17318   1.732E+01   6.876E-03   2.982E-12   2.21E-01   8.19E-06       T     340   4.858E-07
 17319   1.732E+01   6.682E-03   9.337E-12   2.21E-01   8.19E-06       T     330   9.028E-07
 17320   1.732E+01   6.611E-03   7.228E-12   2.22E-01   8.19E-06       T     324   6.856E-07
 17321   1.732E+01   6.496E-03   4.061E-12   2.22E-01   8.19E-06       T     328   7.462E-07
 17322   1.732E+01   6.339E-03   6.317E-12   2.22E-01   8.19E-06       T     329   9.028E-07
 17323   1.732E+01   6.195E-03   5.558E-12   2.22E-01   8.19E-06       T     329   9.159E-07
 17324   1.732E+01   6.410E-03   3.714E-12   2.22E-01   8.19E-06       T     330   6.687E-07
